ID,config,goal,goal_type,moveIDs
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",cover green all,cover,"[(59, 54), (77, 74), (95, 37), (94, 56), (79, 83), (78, 88), (96, 86), (97, 63)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",move blue B1,move,"[(85, 60), (79, 42), (97, 86), (59, 97), (77, 79), (66, 98), (94, 80), (69, 61), (95, 62)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",uncover red all,uncover,"[(66, 83), (79, 76), (81, 58), (55, 74), (69, 41), (87, 40), (73, 54), (82, 65)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",cover blue all,cover,"[(59, 93), (55, 75), (81, 76), (82, 59), (73, 60), (72, 61), (92, 48), (90, 67), (91, 51)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",clear nocolor A,clear,"[(55, 83), (59, 67), (72, 48), (77, 65), (92, 86), (94, 64), (90, 88), (95, 60), (73, 68), (91, 89)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",uncover green all,uncover,"[(69, 60), (66, 61), (72, 76), (84, 42), (85, 43)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",fill nocolor C2,fill,"[(55, 89), (59, 88), (73, 70), (79, 71), (81, 53), (77, 52), (91, 51), (94, 34), (85, 35), (92, 33), (97, 17), (78, 16), (72, 15)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",clear nocolor C1,clear,"[(66, 74), (85, 63), (84, 76), (104, 89), (103, 56), (102, 61)]"
62474.0,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'blue', 'blue', 'white', 'green', 'red', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'green', 'red', 'green', 'white', 'blue', 'blue', 'blue', 'red', 'white', 'red', 'red', 'green', 'green', 'green', 'red', 'red', 'green', 'red']",fill nocolor C1,fill,"[(59, 86), (69, 67), (55, 68), (107, 48), (82, 50), (106, 49), (72, 32), (77, 31), (73, 30), (81, 14), (78, 13), (79, 12)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",uncover green all,uncover,"[(84, 85), 'pass', (56, 72), 'pass', (57, 56), 'pass', (75, 73), 'pass', (88, 87)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",cover blue all,cover,"[(91, 38), 'pass', (60, 72), 'pass', (78, 44), (86, 85), (104, 67), (96, 61), (88, 87)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",move blue C,move,"[(62, 87), 'pass', (80, 66), 'pass', (98, 85), 'pass', (56, 67), 'pass', (90, 68), (87, 48), (74, 73), (105, 49), (92, 50), (83, 82), (101, 30)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",cover green all,cover,"[(56, 39), 'pass', (74, 76), (90, 58), (60, 61), 'pass', (83, 82), 'pass', (78, 63), 'pass', (86, 70)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",uncover red all,uncover,"[(56, 95), 'pass', (79, 82), 'pass', (81, 64), 'pass', (86, 85), (105, 67), (60, 49), 'pass', (78, 105)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",clear nocolor A1,clear,"[(90, 61), 'pass', (56, 63), (57, 73), (74, 82), (92, 55), (55, 42), 'pass', (73, 43), 'pass', (91, 64)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",clear nocolor A,clear,"[(94, 70), 'pass', (57, 52), 'pass', (75, 82), (93, 64), (56, 44), 'pass', (74, 42), 'pass', (92, 26), (91, 24), (90, 68)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",fill nocolor A2,fill,"[(79, 76), 'pass', (81, 58), 'pass', (100, 95), (88, 77), (106, 59), 'pass', (62, 41), 'pass', (80, 40), (98, 39), (86, 23), 'pass', (105, 22), (103, 21), (56, 3), (90, 4), (99, 5)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",move blue C1,move,"[(105, 85), 'pass', (62, 66), 'pass', (80, 67), 'pass', (98, 68), 'pass', (90, 48), 'pass', (56, 49), 'pass', (74, 73), 'pass', (83, 82), 'pass', (92, 50), (101, 30)]"
30788,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'white', 'red', 'green', 'blue', 'green', 'white', 'red', 'red', 'white', 'blue', 'white', 'green', 'white', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'red', 'blue', 'red', 'green', 'blue', 'green', 'blue', 'red', 'blue', 'green', 'white']",fill nocolor B2,fill,"[(84, 82), 'pass', (102, 63), 'pass', (103, 64), (86, 65), (104, 45), 'pass', (57, 46), (75, 47), (93, 27), (94, 28), (88, 29), (105, 9), (106, 10), 'pass', (56, 11)]"
73307,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'red', 'red', 'blue', 'green', 'blue', 'white', 'green', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green', 'blue', 'green', 'red', 'red', 'red', 'white', 'blue', 'blue', 'green', 'blue']",cover red all,cover,"[(73, 38), (38, 39), (56, 21), (74, 3), (86, 84), (104, 103), (81, 82), (107, 87), (3, 58), (21, 40), (91, 41), (103, 69), (79, 22)]"
73307,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'red', 'red', 'blue', 'green', 'blue', 'white', 'green', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green', 'blue', 'green', 'red', 'red', 'red', 'white', 'blue', 'blue', 'green', 'blue']",clear nocolor A1,clear,"[(73, 58), 'pass', (91, 61), 'pass', (56, 80), 'pass', (74, 62), 'pass', (92, 41)]"
73307,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'red', 'red', 'blue', 'green', 'blue', 'white', 'green', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green', 'blue', 'green', 'red', 'red', 'red', 'white', 'blue', 'blue', 'green', 'blue']",uncover blue all,uncover,"[(86, 103), 'pass', (59, 58), 'pass', (57, 90), (106, 87), (75, 72), (100, 54), (87, 106), 'pass', (60, 100), 'pass', (102, 65), 'pass', (79, 102), 'pass', (78, 36), 'pass', (97, 18), (81, 0), (73, 97)]"
73307,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'red', 'red', 'blue', 'green', 'blue', 'white', 'green', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green', 'blue', 'green', 'red', 'red', 'red', 'white', 'blue', 'blue', 'green', 'blue']",fill nocolor A2,fill,"[(56, 58), 'pass', (74, 39), (79, 80), (92, 40), 'pass', (73, 41), (91, 42), (42, 23), (60, 5), (78, 22), (5, 4), (80, 21), 'pass', (81, 5), (83, 3)]"
73307,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'red', 'red', 'blue', 'green', 'blue', 'white', 'green', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green', 'blue', 'green', 'red', 'red', 'red', 'white', 'blue', 'blue', 'green', 'blue']",cover green all,cover,"[(57, 41), 'pass', (102, 68), 'pass', (100, 63), 'pass', (105, 65), 'pass', (107, 88)]"
73307,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'red', 'red', 'blue', 'green', 'blue', 'white', 'green', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green', 'blue', 'green', 'red', 'red', 'red', 'white', 'blue', 'blue', 'green', 'blue']",move green C2,move,"[(86, 87), 'pass', (83, 88), 'pass', (107, 103), 'pass', (81, 107), (99, 89), (59, 71), 'pass', (79, 80), 'pass', (97, 70), 'pass', (60, 97), 'pass', (78, 69), (77, 79), (76, 78), (57, 77), (94, 53), (56, 59), (74, 57), (92, 52)]"
73307,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'red', 'red', 'blue', 'green', 'blue', 'white', 'green', 'white', 'green', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green', 'blue', 'green', 'red', 'red', 'red', 'white', 'blue', 'blue', 'green', 'blue']",uncover red all,uncover,"[(83, 63), 'pass', (59, 90), 'pass', (57, 103), (56, 85), (98, 61), 'pass', (77, 72), 'pass', (60, 54), 'pass', (85, 98), 'pass', (78, 36)]"
