ID,goal,first_move,first_move_rank,first_move_possible_goals,before_first_move,first_move_serves_goal,total_moves_serves_goal,mean_random_samples_rank,first_move_possible_goal_goals
42292.0,uncover green all,"(82, 98)",1,11,"[(61, 98)]",1.0,32,15.885,"['move green A', 'move green B1', 'clear nocolor B2', 'move green A2', 'fill nocolor B1', 'move green C2', 'move green A1', 'move blue B1', 'move green C1', 'move green C', 'uncover green all']"
42292.0,clear nocolor B,"(60, 77)",46,15,"[(99, 57) (99, 58) (99, 67) (99, 68) (99, 70) (99, 71) (99, 72) (99, 73)
 (99, 74) (99, 77) (99, 84) (99, 87) (82, 57) (82, 67) (82, 70) (82, 74)
 (82, 84) (61, 57) (61, 67) (61, 70) (61, 74) (61, 84) (65, 57) (65, 67)
 (65, 70) (65, 74) (65, 84) (61, 71) (61, 73) (61, 77) (65, 71) (65, 73)
 (65, 77) (61, 58) (61, 68) (65, 58) (65, 68) (82, 58) (82, 68) (82, 71)
 (82, 72) (82, 73) (82, 77) (82, 87) (60, 71) (60, 73)]",1.0,60,30.081,"['move green A', 'move green B2', 'move green A2', 'move blue A', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor A2', 'move red A2', 'move red A', 'move green C2', 'move blue A2', 'move green A1', 'move green C1', 'move green C', 'uncover green all']"
42292.0,move blue C,"(82, 84)",11,7,"[(90, 67) (90, 68) (90, 70) (90, 71) (90, 84) (90, 87) (75, 68) (75, 87)
 (76, 71) (82, 67) (82, 70)]",1.0,37,17.909,"['clear nocolor B2', 'move blue C', 'clear nocolor B', 'fill nocolor C1', 'move green C1', 'move green C', 'move blue C1']"
42292.0,clear nocolor A1,"(92, 77)",8,4,"[(90, 57) (90, 58) (90, 77) (91, 57) (91, 58) (91, 77) (92, 57) (92, 58)]",1.0,45,21.454,"['move green A2', 'clear nocolor A1', 'fill nocolor A2', 'cover red all']"
42292.0,cover red all,"(75, 73)",39,12,"[(82, 47) (88, 71) (90, 73) (92, 73) (99, 47) (105, 71) (90, 77) (91, 77)
 (92, 77) (95, 73) (99, 43) (102, 71) (82, 43) (85, 71) (90, 43) (90, 47)
 (90, 71) (91, 43) (91, 47) (91, 71) (92, 43) (92, 47) (92, 71) (95, 43)
 (95, 47) (95, 71) (99, 71) (99, 73) (99, 77) (102, 43) (102, 47)
 (102, 73) (102, 77) (105, 43) (105, 47) (105, 73) (105, 77) (75, 71)
 (75, 77)]",1.0,57,27.658,"['move blue B2', 'move blue C', 'move blue A1', 'move blue C2', 'uncover blue all', 'move green A1', 'clear nocolor A2', 'fill nocolor A1', 'move blue B1', 'move blue B', 'cover red all', 'move blue C1']"
43580.0,fill nocolor A1,"(96, 56)",11,6,"[(76, 56) (77, 56) (75, 54) (75, 55) (75, 56) (76, 54) (76, 55) (77, 54)
 (77, 55) (96, 54) (96, 55)]",1.0,42,21.225,"['cover blue all', 'move blue A', 'move blue A1', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor A1']"
43580.0,move green C1,"(64, 85)",9,7,"[(87, 85) (87, 86) (88, 66) (88, 85) (88, 86) (75, 66) (97, 66) (97, 85)
 (97, 86)]",1.0,21,9.744,"['clear nocolor B2', 'clear nocolor B', 'fill nocolor C1', 'move red C1', 'move green C1', 'move green C', 'move red C']"
43580.0,clear nocolor C,"(84, 78)",64,14,"[(88, 45) (88, 46) (88, 57) (88, 58) (88, 79) (103, 101) (104, 101)
 (107, 101) (88, 101) (103, 45) (103, 46) (103, 54) (103, 55) (103, 56)
 (103, 57) (103, 58) (103, 59) (103, 78) (103, 79) (103, 80) (104, 45)
 (104, 46) (104, 54) (104, 55) (104, 56) (104, 57) (104, 58) (104, 59)
 (104, 78) (104, 79) (104, 80) (107, 45) (107, 46) (107, 54) (107, 55)
 (107, 56) (107, 57) (107, 58) (107, 59) (107, 78) (107, 79) (107, 80)
 (84, 45) (84, 46) (84, 57) (84, 58) (84, 79) (87, 54) (87, 55) (87, 59)
 (88, 54) (88, 55) (88, 56) (88, 59) (88, 78) (88, 80) (87, 45) (87, 46)
 (84, 101) (87, 101) (84, 54) (84, 55) (84, 56) (84, 59)]",1.0,72,34.098,"['move green A', 'move green B1', 'move green B2', 'move green A2', 'cover blue all', 'move green B', 'clear nocolor C1', 'fill nocolor B1', 'move green C2', 'move green A1', 'move blue B1', 'move blue B', 'clear nocolor C', 'uncover green all']"
43580.0,uncover blue all,"(77, 86)",44,14,"[(74, 57) (74, 101) (74, 46) (74, 69) (74, 70) (74, 79) (74, 85) (74, 86)
 (74, 89) (63, 46) (76, 57) (77, 57) (72, 57) (73, 57) (72, 101) (73, 101)
 (76, 101) (77, 101) (72, 46) (72, 69) (72, 70) (72, 79) (72, 85) (72, 86)
 (72, 89) (73, 46) (73, 69) (73, 70) (73, 79) (73, 85) (73, 86) (73, 89)
 (76, 46) (76, 69) (76, 70) (76, 79) (76, 85) (76, 86) (76, 89) (77, 46)
 (77, 69) (77, 70) (77, 79) (77, 85)]",1.0,54,26.808,"['move blue B2', 'move blue C', 'move blue A1', 'move blue C2', 'fill nocolor C1', 'uncover blue all', 'clear nocolor A2', 'move red C1', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor A', 'move blue C1', 'move red C']"
43580.0,cover green all,"(103, 69)",13,4,"[(64, 45) (77, 58) (96, 79) (98, 79) (107, 69) (107, 70) (74, 58) (96, 45)
 (96, 46) (97, 45) (97, 46) (98, 45) (98, 46)]",1.0,93,45.699,"['fill nocolor C2', 'move red C2', 'clear nocolor C1', 'cover green all']"
43580.0,uncover red all,"(64, 78)",4,12,"[(64, 101) (87, 70) (63, 78) (63, 80)]",1.0,27,12.779,"['move green B1', 'move red C2', 'clear nocolor B2', 'uncover red all', 'cover blue all', 'fill nocolor B1', 'move red A2', 'move red A', 'move red A1', 'move red C1', 'move red B1', 'move red C']"
43580.0,cover blue all,"(72, 56)",41,0,"[(96, 80) (97, 78) (97, 80) (98, 78) (103, 66) (104, 66) (88, 66)
 (107, 66) (75, 56) (75, 66) (96, 56) (96, 66) (97, 56) (97, 66) (98, 56)
 (98, 66) (103, 56) (103, 78) (103, 80) (104, 56) (104, 78) (104, 80)
 (107, 56) (107, 78) (107, 80) (75, 78) (75, 80) (88, 56) (88, 78)
 (88, 80) (64, 78) (64, 80) (87, 66) (64, 56) (64, 66) (84, 56) (84, 78)
 (84, 80) (87, 56) (87, 78) (87, 80)]",0.0,41,20.08,[]
43580.0,move red C,"(77, 85)",30,14,"[(64, 85) (64, 86) (64, 89) (72, 66) (73, 66) (77, 66) (64, 69) (64, 101)
 (63, 78) (63, 80) (64, 78) (64, 79) (64, 80) (64, 56) (64, 57) (64, 58)
 (64, 66) (64, 70) (72, 69) (72, 70) (72, 85) (72, 86) (72, 89) (73, 69)
 (73, 70) (73, 85) (73, 86) (73, 89) (77, 69) (77, 70)]",1.0,44,21.481,"['move blue B2', 'move blue C', 'move blue A1', 'move blue C2', 'fill nocolor C1', 'uncover blue all', 'clear nocolor A2', 'move red C1', 'move blue B1', 'move blue B', 'cover red all', 'clear nocolor A', 'move blue C1', 'move red C']"
43580.0,fill nocolor B1,"(63, 78)",27,12,"[(74, 78) (74, 80) (75, 79) (88, 79) (103, 78) (103, 79) (103, 80)
 (104, 78) (104, 79) (104, 80) (107, 78) (107, 79) (107, 80) (72, 78)
 (72, 80) (73, 78) (73, 80) (74, 79) (75, 78) (75, 80) (76, 78) (76, 80)
 (77, 78) (77, 80) (84, 79) (88, 78) (88, 80)]",1.0,42,20.431,"['move green B1', 'move red C2', 'clear nocolor B2', 'uncover red all', 'fill nocolor B1', 'move red A2', 'move red A', 'move red A1', 'move red C1', 'move blue B1', 'move red B1', 'move red C']"
43580.0,clear nocolor B2,"(64, 54)",0,7,[],1.0,30,14.299,"['move green A', 'clear nocolor B2', 'clear nocolor B', 'move red A', 'move red A1', 'move green A1', 'fill nocolor A1']"
14189.0,move red A,"(96, 74)",8,6,"[(83, 72) (83, 73) (83, 57) (83, 58) (96, 57) (96, 58) (96, 72) (96, 73)]",1.0,37,18.001,"['clear nocolor B', 'clear nocolor B1', 'cover green all', 'move red A', 'move red A1', 'fill nocolor A1']"
14189.0,fill nocolor A2,"(96, 58)",13,6,"[(90, 57) (90, 58) (90, 77) (91, 57) (91, 58) (91, 77) (92, 57) (92, 58)
 (92, 77) (89, 58) (83, 57) (83, 58) (96, 57)]",1.0,45,21.845,"['clear nocolor B', 'clear nocolor B1', 'fill nocolor A2', 'move red A2', 'cover green all', 'move red A']"
14189.0,move green A1,"(76, 74)",7,12,"[(76, 72) (76, 73) (89, 74) (79, 72) (79, 73) (89, 72) (89, 73)]",1.0,21,10.085,"['move red C2', 'uncover red all', 'move red B', 'cover green all', 'move red A1', 'move green A1', 'move red B2', 'clear nocolor A2', 'move red C1', 'fill nocolor A1', 'move red B1', 'move red C']"
14189.0,uncover red all,"(76, 74)",13,12,"[(83, 63) (83, 82) (83, 80) (83, 50) (83, 66) (83, 70) (83, 71) (83, 74)
 (83, 77) (75, 77) (76, 77) (79, 80) (75, 74)]",1.0,36,17.55,"['move red C2', 'uncover red all', 'move red B', 'cover green all', 'move red A1', 'move green A1', 'move red B2', 'clear nocolor A2', 'move red C1', 'fill nocolor A1', 'move red B1', 'move red C']"
14189.0,clear nocolor C,"(67, 82)",19,7,"[(89, 58) (89, 61) (89, 63) (89, 74) (105, 57) (105, 58) (105, 61)
 (105, 63) (105, 65) (105, 72) (105, 73) (105, 74) (105, 77) (105, 78)
 (105, 80) (105, 82) (67, 57) (67, 77) (67, 80)]",1.0,72,35.976,"['move blue B2', 'fill nocolor B2', 'clear nocolor C1', 'move red B', 'move red B2', 'move blue B', 'clear nocolor C']"
14189.0,cover green all,"(105, 71)",11,1,"[(67, 50) (67, 66) (75, 58) (84, 50) (90, 74) (91, 74) (95, 58) (96, 61)
 (98, 61) (100, 63) (105, 70)]",1.0,122,58.624,['cover green all']
14189.0,uncover blue all,"(88, 50)",92,5,"[(81, 65) (88, 71) (88, 87) (68, 71) (67, 71) (67, 87) (81, 61) (81, 78)
 (84, 71) (84, 87) (68, 58) (68, 61) (68, 74) (68, 87) (67, 58) (67, 61)
 (67, 65) (67, 72) (67, 73) (67, 74) (67, 78) (81, 58) (81, 71) (81, 72)
 (81, 73) (81, 74) (81, 87) (84, 58) (84, 61) (84, 65) (84, 72) (84, 73)
 (84, 74) (84, 78) (88, 58) (88, 61) (88, 65) (88, 72) (88, 73) (88, 74)
 (88, 78) (68, 65) (68, 72) (68, 73) (68, 78) (68, 66) (79, 78) (81, 82)
 (67, 50) (67, 66) (75, 58) (84, 49) (84, 50) (90, 73) (90, 74) (91, 72)
 (91, 74) (92, 72) (92, 73) (95, 58) (96, 61) (98, 61) (98, 78) (100, 65)
 (105, 71) (68, 49) (89, 87) (83, 78) (68, 70) (75, 72) (75, 73) (76, 72)
 (76, 73) (79, 65) (81, 80) (83, 61) (90, 58) (91, 58) (92, 58) (95, 72)
 (95, 73) (95, 74) (96, 65) (98, 65) (100, 61) (100, 78) (67, 70) (83, 72)
 (83, 73) (83, 87) (84, 70) (88, 49)]",0.0,45,21.529,"['clear nocolor C2', 'fill nocolor C1', 'cover green all', 'move green C1', 'move blue C1']"
14189.0,clear nocolor A2,"(75, 74)",29,12,"[(75, 72) (75, 73) (76, 72) (76, 73) (95, 72) (95, 73) (95, 74) (95, 49)
 (95, 50) (95, 61) (95, 63) (95, 65) (95, 66) (95, 70) (95, 71) (95, 78)
 (95, 80) (95, 82) (95, 87) (75, 49) (75, 65) (75, 78) (75, 87) (76, 49)
 (76, 65) (76, 78) (76, 87) (75, 61) (76, 61)]",1.0,45,22.118,"['move red C2', 'uncover red all', 'move blue A1', 'move red B', 'cover green all', 'move red A1', 'move red B2', 'clear nocolor A2', 'move red C1', 'fill nocolor A1', 'move red B1', 'move red C']"
14189.0,fill nocolor C2,"(68, 87)",36,13,"[(68, 70) (67, 70) (83, 87) (84, 70) (90, 70) (90, 71) (90, 87) (91, 70)
 (91, 71) (91, 87) (92, 70) (92, 71) (92, 87) (95, 70) (95, 71) (95, 87)
 (96, 70) (96, 71) (96, 87) (98, 70) (98, 71) (98, 87) (100, 70) (100, 71)
 (100, 87) (75, 87) (76, 87) (79, 87) (83, 70) (83, 71) (81, 70) (68, 71)
 (67, 71) (67, 87) (84, 71) (84, 87)]",1.0,45,22.229,"['fill nocolor C2', 'move blue B2', 'move blue A', 'move blue A1', 'clear nocolor C1', 'move blue C2', 'uncover blue all', 'move green C2', 'move blue A2', 'move blue B1', 'move blue B', 'cover red all', 'uncover green all']"
14189.0,cover red all,"(88, 87)",55,9,"[(84, 49) (90, 73) (91, 72) (92, 72) (92, 73) (98, 78) (100, 65) (68, 49)
 (89, 87) (95, 72) (95, 73) (96, 65) (98, 65) (100, 78) (105, 49) (88, 49)
 (89, 49) (90, 49) (90, 65) (90, 78) (90, 87) (91, 49) (91, 65) (91, 78)
 (91, 87) (92, 49) (92, 65) (92, 78) (92, 87) (95, 49) (95, 65) (95, 78)
 (95, 87) (96, 49) (96, 72) (96, 73) (96, 87) (98, 49) (98, 72) (98, 73)
 (98, 87) (100, 49) (100, 72) (100, 73) (100, 87) (105, 65) (105, 72)
 (105, 73) (105, 78) (89, 65) (89, 72) (89, 73) (89, 78) (81, 49) (81, 65)]",1.0,79,39.78,"['move blue B2', 'move blue A', 'move blue A1', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B', 'cover red all', 'move blue C1']"
19737.0,uncover green all,"(83, 89)",29,14,"[(55, 54) (85, 84) (85, 106) (85, 69) (85, 89) (85, 54) (85, 57) (85, 63)
 (85, 76) (85, 79) (85, 82) (55, 63) (55, 69) (55, 84) (60, 79) (83, 63)
 (83, 82) (60, 82) (83, 79) (55, 57) (55, 76) (60, 63) (83, 106) (55, 106)
 (83, 54) (83, 57) (83, 69) (83, 76) (83, 84)]",1.0,40,19.257,"['fill nocolor C2', 'move green A', 'move green B1', 'clear nocolor B2', 'move blue C', 'move green A2', 'cover blue all', 'clear nocolor B', 'move blue C2', 'move green C2', 'move green A1', 'move green C1', 'move green C', 'uncover green all']"
19737.0,clear nocolor A,"(55, 106)",51,14,"[(72, 42) (72, 63) (72, 69) (72, 84) (75, 65) (75, 79) (75, 82) (75, 89)
 (94, 106) (72, 106) (75, 42) (75, 63) (75, 106) (94, 42) (94, 63)
 (94, 65) (94, 67) (94, 69) (94, 79) (94, 80) (94, 82) (94, 84) (94, 86)
 (94, 89) (55, 42) (72, 65) (72, 67) (72, 79) (72, 80) (72, 82) (72, 86)
 (72, 89) (74, 42) (74, 63) (74, 69) (74, 84) (75, 67) (75, 69) (75, 80)
 (75, 84) (75, 86) (55, 63) (55, 69) (55, 84) (59, 42) (59, 63) (74, 106)
 (55, 65) (55, 67) (55, 80) (55, 86)]",1.0,72,36.247,"['fill nocolor C2', 'move red C2', 'uncover red all', 'clear nocolor A1', 'move red B', 'move red A2', 'move green C2', 'move red B2', 'move red C1', 'move red B1', 'move green C', 'uncover green all', 'clear nocolor A', 'move red C']"
19737.0,cover green all,"(102, 86)",8,1,"[(55, 56) (72, 37) (72, 56) (74, 37) (75, 41) (94, 41) (97, 80) (102, 67)]",1.0,85,41.113,['cover green all']
19737.0,move red B1,"(87, 79)",11,7,"[(81, 79) (72, 42) (81, 42) (87, 42) (102, 42) (102, 79) (102, 80)
 (55, 42) (72, 79) (72, 80) (74, 42)]",1.0,45,23.032,"['clear nocolor C2', 'uncover red all', 'cover blue all', 'move red B', 'fill nocolor B1', 'move red B1', 'clear nocolor C']"
19737.0,fill nocolor B1,"(74, 79)",37,14,"[(81, 79) (83, 80) (100, 42) (100, 79) (100, 80) (72, 42) (75, 79)
 (81, 42) (83, 42) (85, 80) (87, 42) (75, 42) (85, 42) (94, 42) (94, 79)
 (94, 80) (102, 42) (102, 79) (102, 80) (104, 42) (104, 79) (104, 80)
 (107, 42) (107, 79) (107, 80) (55, 42) (72, 79) (72, 80) (74, 42)
 (75, 80) (85, 79) (87, 79) (87, 80) (59, 42) (81, 80) (83, 79) (55, 80)]",1.0,42,20.496,"['move green B1', 'move red C2', 'uncover red all', 'cover blue all', 'move green B', 'clear nocolor A1', 'move red B', 'fill nocolor B1', 'move red A2', 'move red B2', 'move red C1', 'move red B1', 'clear nocolor A', 'move red C']"
19737.0,uncover red all,"(55, 79)",39,15,"[(87, 106) (87, 89) (72, 57) (72, 76) (87, 67) (87, 86) (72, 106) (72, 65)
 (72, 67) (72, 79) (72, 80) (72, 82) (72, 86) (72, 89) (87, 57) (87, 65)
 (87, 76) (87, 79) (87, 80) (87, 82) (59, 57) (59, 76) (74, 57) (74, 76)
 (55, 57) (55, 76) (74, 106) (55, 65) (55, 67) (55, 80) (55, 86) (55, 106)
 (74, 65) (74, 67) (74, 79) (74, 80) (74, 82) (74, 86) (74, 89)]",1.0,50,24.596,"['move green B1', 'move red C2', 'uncover red all', 'cover blue all', 'move green B', 'clear nocolor A1', 'move red B', 'fill nocolor B1', 'move red A2', 'move red B2', 'move red C1', 'move red B1', 'uncover green all', 'clear nocolor A', 'move red C']"
19737.0,move green C1,"(102, 106)",57,3,"[(98, 67) (98, 84) (98, 86) (74, 84) (83, 67) (83, 86) (55, 84) (60, 79)
 (83, 63) (83, 82) (60, 82) (83, 79) (60, 63) (83, 106) (55, 67) (55, 86)
 (74, 67) (74, 86) (83, 54) (83, 57) (83, 69) (83, 76) (83, 84) (83, 89)
 (59, 84) (60, 57) (60, 76) (60, 89) (60, 67) (60, 86) (60, 106) (59, 67)
 (59, 86) (60, 54) (60, 69) (60, 84) (74, 54) (75, 76) (81, 82) (85, 86)
 (107, 106) (55, 54) (55, 56) (74, 37) (87, 106) (94, 57) (98, 42)
 (98, 79) (100, 63) (102, 67) (102, 86) (104, 67) (104, 84) (107, 69)
 (85, 84) (87, 89) (87, 84)]",0.0,36,17.911,"['fill nocolor C2', 'move red C2', 'clear nocolor C1']"
19737.0,cover blue all,"(87, 89)",3,2,"[(94, 57) (98, 79) (100, 65)]",1.0,79,39.574,"['uncover red all', 'cover blue all']"
19737.0,fill nocolor C2,"(85, 106)",2,4,"[(102, 106) (104, 106)]",1.0,45,21.826,"['fill nocolor C2', 'clear nocolor C1', 'move green C2', 'uncover green all']"
19737.0,clear nocolor A1,"(55, 76)",28,13,"[(72, 41) (55, 41) (72, 42) (72, 57) (72, 63) (72, 69) (72, 76) (72, 84)
 (74, 41) (72, 106) (55, 42) (72, 65) (72, 67) (72, 79) (72, 80) (72, 82)
 (72, 86) (72, 89) (74, 42) (74, 63) (74, 69) (74, 84) (55, 63) (55, 69)
 (55, 84) (74, 57) (74, 76) (55, 57)]",1.0,45,22.457,"['move red C2', 'move green A2', 'uncover red all', 'cover blue all', 'clear nocolor A1', 'move red B', 'fill nocolor A2', 'move red A2', 'move red B2', 'move red C1', 'move red B1', 'uncover green all', 'move red C']"
56864.0,clear nocolor C,"(84, 63)",32,7,"[(87, 42) (87, 57) (87, 58) (87, 74) (87, 80) (103, 101) (106, 101)
 (87, 43) (87, 101) (103, 42) (103, 43) (103, 54) (103, 57) (103, 58)
 (103, 63) (103, 64) (103, 73) (103, 74) (103, 77) (103, 80) (106, 42)
 (106, 43) (106, 54) (106, 57) (106, 58) (106, 63) (106, 64) (106, 73)
 (106, 74) (106, 77) (106, 80) (84, 43)]",1.0,72,36.573,"['move blue B2', 'move green B2', 'fill nocolor B2', 'move green B', 'clear nocolor C1', 'move blue B', 'clear nocolor C']"
56864.0,move red C1,"(60, 69)",197,14,"[(87, 66) (87, 68) (87, 85) (92, 66) (92, 68) (92, 85) (98, 66) (98, 68)
 (98, 85) (75, 66) (75, 85) (76, 66) (76, 68) (76, 85) (60, 68) (75, 68)
 (60, 66) (61, 63) (61, 64) (61, 101) (61, 66) (61, 68) (61, 71) (61, 88)
 (60, 85) (61, 54) (61, 73) (61, 77) (61, 85) (60, 43) (61, 42) (72, 73)
 (75, 77) (76, 57) (82, 63) (84, 68) (86, 66) (86, 85) (89, 88) (61, 80)
 (81, 64) (81, 101) (91, 54) (92, 54) (92, 73) (98, 42) (98, 43) (103, 66)
 (103, 68) (106, 71) (76, 77) (87, 71) (87, 88) (72, 77) (76, 74)
 (98, 101) (75, 54) (75, 73) (84, 88) (86, 71) (89, 68) (91, 77) (92, 57)
 (92, 58) (92, 77) (95, 54) (95, 73) (98, 63) (98, 64) (103, 71) (103, 88)
 (106, 66) (106, 68) (106, 85) (60, 63) (72, 64) (72, 66) (72, 71)
 (72, 85) (76, 42) (76, 54) (76, 69) (76, 73) (76, 80) (81, 68) (81, 88)
 (84, 71) (87, 42) (87, 57) (87, 58) (87, 74) (87, 80) (89, 66) (91, 101)
 (92, 101) (95, 101) (103, 101) (106, 101) (60, 64) (72, 68) (72, 101)
 (76, 43) (76, 101) (81, 66) (81, 71) (87, 43) (87, 101) (91, 63) (91, 64)
 (91, 66) (91, 68) (91, 71) (91, 85) (91, 88) (92, 42) (92, 43) (92, 63)
 (92, 64) (92, 69) (92, 71) (92, 80) (92, 88) (95, 63) (95, 64) (95, 66)
 (95, 68) (95, 71) (95, 85) (95, 88) (98, 54) (98, 57) (98, 58) (98, 69)
 (98, 71) (98, 73) (98, 74) (98, 77) (98, 88) (103, 54) (103, 63)
 (103, 64) (103, 73) (103, 77) (106, 54) (106, 63) (106, 64) (106, 73)
 (106, 77) (72, 63) (72, 88) (75, 64) (75, 71) (76, 63) (76, 64) (76, 71)
 (76, 88) (81, 54) (81, 73) (81, 77) (81, 85) (82, 68) (82, 88) (84, 63)
 (86, 54) (86, 64) (86, 73) (86, 77) (87, 54) (87, 63) (87, 64) (87, 73)
 (87, 77) (89, 63) (60, 88) (61, 57) (61, 58) (61, 69) (61, 74) (82, 66)
 (82, 71) (82, 101) (84, 64) (89, 64) (60, 71) (60, 80) (75, 58) (84, 85)
 (60, 101) (75, 74) (86, 88) (89, 85) (75, 101) (84, 101) (86, 101)
 (89, 101) (60, 57) (60, 58)]",0.0,29,13.864,"['fill nocolor C2', 'move blue B2', 'move red C2', 'move blue C', 'move blue A', 'move blue A1', 'clear nocolor B', 'clear nocolor B1', 'move blue C2', 'uncover blue all', 'move blue A2', 'cover red all', 'move blue C1', 'move red C']"
56864.0,uncover blue all,"(84, 85)",17,9,"[(61, 80) (81, 101) (81, 80) (81, 54) (81, 57) (81, 58) (81, 69) (81, 73)
 (81, 74) (81, 77) (81, 85) (61, 57) (61, 58) (61, 69) (61, 74) (82, 101)
 (60, 80)]",1.0,60,28.562,"['move blue B2', 'move blue A', 'move blue A1', 'move blue C2', 'cover green all', 'uncover blue all', 'move blue A2', 'move blue B1', 'move blue B']"
56864.0,clear nocolor B,"(60, 54)",52,15,"[(81, 68) (81, 88) (81, 66) (81, 71) (98, 54) (98, 57) (98, 58) (98, 66)
 (98, 68) (98, 69) (98, 71) (98, 73) (98, 74) (98, 77) (98, 85) (98, 88)
 (81, 54) (81, 57) (81, 58) (81, 69) (81, 73) (81, 74) (81, 77) (81, 85)
 (82, 68) (82, 88) (60, 68) (60, 88) (61, 57) (61, 58) (61, 69) (61, 74)
 (82, 66) (82, 71) (60, 66) (60, 71) (60, 57) (60, 58) (60, 69) (60, 74)
 (61, 66) (61, 68) (61, 71) (61, 88) (82, 54) (82, 57) (82, 58) (82, 69)
 (82, 73) (82, 74) (82, 77) (82, 85)]",1.0,60,28.869,"['move blue B2', 'move blue C', 'uncover red all', 'move blue A', 'move blue A1', 'clear nocolor B', 'clear nocolor B1', 'move blue C2', 'cover green all', 'uncover blue all', 'move red A', 'move red A1', 'move blue A2', 'fill nocolor A1', 'move blue C1']"
56864.0,fill nocolor A2,"(60, 77)",40,15,"[(72, 77) (72, 57) (91, 57) (91, 58) (91, 77) (92, 57) (92, 58) (92, 77)
 (72, 58) (87, 57) (87, 58) (98, 57) (98, 58) (98, 77) (103, 57) (103, 58)
 (103, 77) (106, 57) (106, 58) (106, 77) (81, 57) (81, 58) (81, 77)
 (86, 77) (87, 77) (61, 57) (61, 58) (86, 57) (60, 57) (60, 58) (82, 57)
 (82, 58) (82, 77) (84, 57) (84, 58) (84, 77) (86, 58) (89, 57) (89, 58)
 (89, 77)]",1.0,42,20.496,"['move blue B2', 'move blue C', 'uncover red all', 'move blue A', 'move blue A1', 'clear nocolor B', 'clear nocolor B1', 'fill nocolor A2', 'move blue C2', 'move red A2', 'cover green all', 'uncover blue all', 'move red A', 'move blue A2', 'move blue C1']"
56864.0,cover red all,"(72, 74)",5,2,"[(91, 74) (95, 57) (95, 58) (98, 42) (106, 69)]",1.0,80,40.093,"['cover red all', 'uncover green all']"
56864.0,fill nocolor B1,"(81, 80)",5,5,"[(81, 43) (81, 42) (82, 43) (76, 42) (76, 80)]",1.0,42,20.735,"['clear nocolor B2', 'fill nocolor B1', 'uncover blue all', 'move blue B1', 'cover red all']"
56864.0,uncover red all,"(61, 101)",31,12,"[(76, 77) (87, 71) (87, 88) (60, 63) (76, 54) (76, 73) (87, 66) (87, 68)
 (87, 85) (60, 64) (76, 101) (87, 101) (76, 63) (76, 64) (76, 66) (76, 68)
 (76, 71) (76, 85) (76, 88) (87, 54) (87, 63) (87, 64) (87, 73) (87, 77)
 (60, 68) (60, 88) (60, 66) (60, 71) (60, 101) (61, 63) (61, 64)]",1.0,44,21.692,"['move blue B2', 'move red C2', 'fill nocolor B2', 'uncover red all', 'clear nocolor B1', 'move red A2', 'uncover blue all', 'move red A', 'move red A1', 'move red B2', 'move red C1', 'move red C']"
56864.0,cover blue all,"(72, 43)",28,7,"[(98, 43) (103, 68) (87, 88) (98, 63) (103, 88) (106, 68) (87, 68)
 (72, 68) (76, 43) (87, 43) (91, 43) (91, 63) (91, 68) (91, 88) (92, 43)
 (92, 63) (92, 68) (92, 88) (95, 43) (95, 63) (95, 68) (95, 88) (98, 68)
 (98, 88) (103, 43) (103, 63) (106, 43) (106, 63)]",1.0,45,21.747,"['move green B1', 'cover blue all', 'move green B', 'clear nocolor A1', 'fill nocolor B1', 'uncover green all', 'clear nocolor A']"
56864.0,move red B,"(76, 42)",0,5,[],1.0,24,11.497,"['move red B', 'fill nocolor B1', 'clear nocolor A2', 'move red B1', 'clear nocolor A']"
66473.0,cover red all,"(90, 76)",8,4,"[(88, 71) (93, 76) (95, 76) (98, 60) (100, 63) (105, 71) (68, 67) (88, 67)]",1.0,66,33.284,"['clear nocolor A1', 'fill nocolor A2', 'move blue A2', 'cover red all']"
66473.0,fill nocolor B2,"(73, 63)",27,7,"[(78, 63) (78, 65) (79, 63) (98, 63) (98, 65) (98, 82) (78, 82) (79, 65)
 (90, 63) (90, 65) (90, 82) (92, 63) (92, 65) (92, 82) (93, 63) (93, 65)
 (93, 82) (94, 63) (94, 65) (94, 82) (95, 63) (95, 65) (95, 82) (105, 63)
 (105, 65) (105, 82) (66, 63)]",1.0,45,22.007,"['move green B2', 'fill nocolor B2', 'move green B', 'clear nocolor A1', 'cover red all', 'uncover green all', 'clear nocolor A']"
